country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-10,-21,26,-35,-14,0,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-11,-22,26,-34,-15,-3,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-12,-22,22,-32,-15,-3,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-13,-24,26,-31,-16,-4,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-14,-20,31,-30,-12,0,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-15,-18,32,-31,-11,4,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-16,-29,21,-33,-20,6,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-17,-22,24,-32,-13,3,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-18,-23,24,-33,-14,-1,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-19,-21,24,-24,-16,-1,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-20,-21,32,-20,-15,0,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-21,-20,33,-22,-10,3,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-22,-24,27,-31,-15,6,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-23,-33,18,-33,-23,6,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-24,-24,23,-30,-14,2,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-25,-23,27,-27,-14,0,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-26,-21,26,-20,-14,0,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-27,-21,30,-17,-13,1,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-28,-19,35,-20,-9,5,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-29,-20,33,-23,-10,9,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-30,-33,20,-36,-25,6,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-05-31,-22,29,-31,-15,5,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-01,-18,37,-25,-12,1,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-02,-12,41,-13,-8,2,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-03,-33,18,3,-36,-47,16
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-04,-14,45,-8,-13,-8,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-05,-17,38,-13,-9,6,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-06,-28,24,-26,-17,7,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-07,-17,36,-28,-11,5,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-08,-16,39,-27,-11,2,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-09,-13,37,-17,-10,3,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-10,-15,38,-19,-10,3,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-11,-12,42,-19,-7,6,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-12,-5,43,-19,-5,10,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-13,-26,23,-26,-18,6,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-14,-18,29,-25,-11,6,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-15,-18,32,-23,-12,3,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-16,-17,29,-19,-12,3,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-17,-20,30,-20,-13,2,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-18,-18,33,-21,-10,6,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-19,-20,30,-32,-12,8,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-20,-28,22,-31,-21,5,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-21,-20,27,-28,-13,6,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-22,-20,28,-27,-15,2,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-23,-17,29,-17,-13,2,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-24,-22,25,-16,-16,-4,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-25,-16,35,-15,-10,5,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-26,-17,32,-21,-10,10,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-27,-26,21,-25,-19,7,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-28,-20,26,-27,-13,6,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-29,-24,22,-32,-19,-1,8
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-06-30,-15,35,-21,-13,4,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-01,-13,44,-16,-10,4,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-02,-12,44,-16,-7,6,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-03,-9,44,-18,-4,12,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-04,-20,32,-25,-16,9,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-05,-12,38,-22,-8,8,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-06,-11,42,-20,-8,4,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-07,-6,44,-9,-6,5,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-08,-6,48,-4,-4,5,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-09,-9,44,-3,-13,-8,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-10,-7,44,-8,-2,10,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-11,-15,32,-10,-10,10,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-12,-11,37,-15,-6,7,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-13,-12,36,-13,-7,3,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-14,-9,34,-6,-7,4,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-15,-10,40,-4,-7,4,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-16,-10,40,-9,-5,6,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-17,-9,38,-13,-4,12,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-18,-16,30,-13,-11,10,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-19,-13,32,-18,-8,6,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-20,-12,37,-15,-8,3,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-21,-9,35,-6,-7,4,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-22,-10,39,-1,-7,4,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-23,-9,40,-4,-4,8,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-24,-9,38,-3,-2,13,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-25,-14,32,-4,-9,11,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-26,-14,32,-13,-7,6,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-27,-14,33,-15,-8,4,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-28,-17,28,-19,-14,4,9
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-29,-13,37,-10,-9,5,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-30,-8,46,-13,-5,10,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-07-31,-7,44,-18,-4,15,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-01,-14,38,-20,-12,13,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-02,-10,41,-19,-3,12,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-03,-11,40,-19,-5,8,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-04,-8,39,-12,-4,10,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-05,-6,46,-8,-2,10,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-06,1,56,-7,4,14,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-07,5,59,-12,6,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-08,-8,49,-15,-2,18,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-09,-8,41,-16,0,13,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-10,-8,42,-14,-1,10,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-11,-8,37,-11,-3,10,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-12,-11,39,-13,-4,10,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-13,-9,41,-16,-3,14,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-14,-5,41,-18,-2,15,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-15,-11,36,-14,-9,13,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-16,-12,34,-20,-4,13,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-17,-11,37,-14,-3,9,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-18,-9,33,-8,-3,13,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-19,-9,38,-3,-2,13,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-20,-6,44,-5,1,16,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-21,-4,42,-3,2,15,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-22,-10,37,0,-6,13,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-23,-12,34,-14,-2,16,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-24,-13,34,-14,-4,11,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-25,-11,34,-7,-3,12,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-26,-11,38,-6,-2,13,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-27,-10,40,-13,-1,16,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-28,-11,37,-22,-8,15,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-29,-16,32,-22,-14,12,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-30,-13,35,-20,-3,17,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-08-31,-10,42,-18,-3,13,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-01,-6,44,-9,-1,13,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-02,-5,48,-3,0,15,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-03,-2,52,-3,6,18,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-04,0,49,0,6,15,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-05,-5,42,9,-7,11,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-06,4,56,14,-12,-12,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-07,-29,8,22,-39,-60,15
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-08,-7,42,-6,0,11,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-09,-8,46,-5,0,14,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-10,-3,47,-7,2,18,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-11,-1,43,-9,2,18,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-12,-7,36,-3,-6,14,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-13,-9,36,-13,1,17,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-14,-10,36,-13,-1,12,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-15,-7,36,-7,-1,12,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-16,-9,38,-8,-2,12,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-17,-5,41,-10,2,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-18,-2,41,-4,2,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-19,-8,36,-4,-6,12,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-20,-11,35,-10,-1,12,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-21,-10,36,-14,-1,13,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-22,-8,34,-8,-2,16,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-23,-8,39,-5,0,17,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-24,-5,42,-6,3,20,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-25,-5,38,-9,0,17,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-26,-9,35,-6,-5,12,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-27,-11,34,-13,0,20,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-28,-12,34,-13,-1,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-29,-9,33,-8,-2,17,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-09-30,-6,46,-5,1,18,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-01,-4,48,-11,4,21,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-02,0,47,-11,3,18,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-03,-11,38,-20,-10,12,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-04,-10,36,-20,-1,19,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-05,-6,43,-15,0,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-06,0,45,-6,3,18,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-07,0,52,-5,4,18,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-08,5,55,-4,10,21,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-09,3,48,-13,6,15,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-10,-7,39,-18,-14,10,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-11,8,51,-4,-13,-11,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-12,-14,17,22,-37,-59,13
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-13,-3,39,-3,4,16,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-14,-5,41,-1,2,17,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-15,-3,42,-7,3,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-16,-2,41,-14,2,19,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-17,-10,35,-22,-9,12,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-18,-13,27,-21,-4,17,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-19,-10,36,-20,0,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-20,-5,40,-10,1,18,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-21,-4,45,-2,4,19,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-22,0,44,0,7,23,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-23,0,39,-5,6,19,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-24,-11,33,-22,-12,12,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-25,-8,37,-14,3,22,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-26,-7,37,-12,3,19,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-27,-5,35,-6,3,19,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-28,-4,43,-4,4,19,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-29,1,51,-6,8,20,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-30,2,47,-9,8,18,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-10-31,-8,39,-17,-9,12,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-01,2,49,-5,-13,-10,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-02,-28,13,9,-40,-61,15
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-03,-3,42,-5,9,21,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-04,-2,46,-1,8,22,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-05,4,52,-1,12,26,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-06,6,48,-7,10,21,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-07,1,45,-6,0,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-08,-1,45,-12,10,25,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-09,-2,44,-12,8,21,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-10,1,43,-4,9,22,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-11,-3,42,-8,7,22,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-12,2,48,-7,12,24,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-13,6,47,1,13,17,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-14,5,46,18,1,12,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-15,-21,12,32,-32,-58,12
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-16,-4,41,-10,10,20,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-17,-1,39,-2,9,22,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-18,-6,38,-8,7,22,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-19,0,44,-10,9,25,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-20,3,43,-12,4,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-21,2,44,-6,1,16,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-22,-2,41,-7,10,26,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-23,-2,40,-5,8,22,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-24,0,39,1,9,23,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-25,1,46,4,10,23,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-26,7,57,-3,12,26,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-27,5,44,-5,10,21,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-28,2,44,-4,3,16,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-29,-3,39,-7,8,26,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-11-30,1,48,-9,7,20,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-01,5,50,1,10,22,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-02,5,52,6,10,23,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-03,7,53,3,13,26,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-04,12,52,6,17,22,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-05,6,48,1,7,17,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-06,2,47,-11,9,25,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-07,4,50,-10,7,22,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-08,7,46,2,4,11,4
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-09,9,54,7,13,25,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-10,12,54,10,16,28,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-11,14,50,12,20,27,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-12,9,47,5,10,23,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-13,3,42,-8,8,25,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-14,4,44,-9,7,20,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-15,11,45,1,9,20,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-16,14,53,9,11,20,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-17,13,52,3,13,22,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-18,18,52,1,20,26,0
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-19,22,57,3,13,30,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-20,23,61,8,12,16,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-21,23,63,11,11,9,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-22,27,68,21,11,7,2
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-23,30,97,27,13,0,1
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-24,-3,95,11,-14,-34,6
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-25,-57,-43,4,-42,-54,5
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-26,-7,36,13,-4,7,3
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-27,1,44,14,-6,-8,7
BR,Brazil,,,,,,ChIJzyjM68dZnAARYz4p8gYVWik,2021-12-28,2,48,22,-7,-11,7
